code,region,long_name,short_name,latitude,longitude
S06306,Toscana,Ghivizzano - Coreglia,Ghivizzano-Cor.,44.027.583,10.510.183
S06350,Toscana,Massarosa Bozzano,Massarosa Bozzan,43.855.652,10.352.022
S06400,Toscana,S.Giuliano Terme,S.Giuliano Terme,43.764.895,10.436.892
S06405,Toscana,Tassignano,Tassignano,43.834.131,10.570.495
S06410,Toscana,Borgo A Buggiano,Borgo A Buggiano,43.880.724,10.730.079
S06411,Toscana,Montecatini Terme,Montecatini T.,43.879.327,10.780.588
S06420,Toscana,Firenze Rifredi,Firenze Rifredi,43.800.873,11.235.729
S06422,Toscana,Prato Porta Al Serraglio,Prato P.Serragl.,43.884.637,11.097.385
S06506,Toscana,Pontedera Casciana Terme,Pontedera C.T.,43.662.145,10.628.773
S06511,Toscana,Montelupo Capraia,Montelupo,43.733.357,11.018.997
S06725,Toscana,Livorno Centrale,Livorno C.Le,4.355.406,10.336.593
S06773,Toscana,Populonia,Populonia,42.996.412,10.540.659
S06774,Toscana,Fiorentina Di Piombino,Fiorentina P.,42.969.321,1.054.235
S06802,Toscana,Castelfiorentino,Castelfiorentino,4.360.542,10.968.048
S06812,Toscana,Castelnuovo Berardenga,Castelnuovo Ber.,43.306.882,11.484.912
S06816,Toscana,S.Giovanni D`Asso,S.Giovanni D'As.,43.153.292,11.593.803
S06823,Toscana,Roccastrada,Roccastrada,42.957.631,11.192.942
S06854,Toscana,Torrita Di Siena,Torrita Di Siena,43.174.187,1.178.758
S06857,Toscana,Serre Di Rapolano,Serre Di Rapol.,43.284.347,11.558.209
S06867,Toscana,Siena Zona Industriale,Siena Zona Ind.,4.326.528,11.376.652
S06871,Toscana,Monteroni D`Arbia,Monteroni D'Arb.,43.230.036,11.419.662
S06874,Toscana,Buonconvento,Buonconvento,43.135.503,11.483.773
S06901,Toscana,Fi Rovezzano,Fi Rovezzano,43.768.657,11.307.372
S06013,Toscana,Aulla Lunigiana,Aulla Lunigiana,44.210.555,9.970.015
S06753,Toscana,Volterra Saline - Pomarance,Volterra Saline,4.335.962,10.808.269
S06031,Toscana,Campiglia Marittima,Campiglia M.Ma,43.017.118,10.586.558
S06324,Toscana,Camporgiano,Camporgiano,44.161.448,10.334.849
S06772,Toscana,Piombino Binari Porto Vecchio,Piomb.Bin.P.V.,42.931.641,10.539.901
S05113,Toscana,Pracchia,Pracchia,4.405.479,1.090.691
S06423,Toscana,Pratignone,Pratignone,43.849.273,11.162.008
S06416,Toscana,Prato Centrale,Prato C.Le,43.878.737,11.109.252
S06728,Toscana,Quercianella,Quercianella,43.454.922,1.037.255
S06850,Toscana,Rapolano Terme,Rapolano Terme,43.283.331,11.602.504
S06401,Toscana,Rigoli,Rigoli,43.789.681,10.419.663
S06851,Toscana,Rigomagno,Rigomagno,43.256.767,11.706.492
S06750,Toscana,Riparbella,Riparbella,43.339.461,10.582.184
S06606,Toscana,Ronta,Ronta,44.009.432,11.434.125
S06730,Toscana,Rosignano,Rosignano,43.387.899,10.438.041
S06703,Toscana,Rufina,Rufina,43.822.236,11.485.072
S06325,Toscana,Piazza Al Serchio,Piazza Al Serch.,44.182.515,10.296.615
S06012,Toscana,Pietrasanta,Pietrasanta,4.395.583,10.229.731
S06770,Toscana,Piombino,Piombino,42.924.854,10.530.959
S06775,Toscana,Piombino Binari Mare,Piomb.Bin.Mare,42.928.931,1.054.525
S06450,Toscana,Pisa Binari Aeroporto,Pisa Bin.Aerop.,43.698.555,10.398.436
S06500,Toscana,Pisa Centrale,Pisa Centrale,4.370.794,10.398.183
S06501,Toscana,Pisa San Rossore,Pisa S.Rossore,43.723.702,10.387.363
S06414,Toscana,Pistoia,Pistoia,43.926.804,10.914.624
S06415,Toscana,Montale Agliana,Montale Agliana,43.912.924,11.008.309
S06856,Toscana,Montallese,Montallese,43.064.888,1.190.928
S06820,Toscana,Monte Antico,Monte Antico,42.981.054,11.359.819
S06408,Toscana,Montecarlo San Salvatore,Montecarlo S.Sal,43.850.798,1.068.537
S06412,Toscana,Montecatini Centro,Montecatini C.,43.881.216,1.077.081
S06038,Toscana,Montepescali,Montepescali,42.869.518,11.068.743
S06855,Toscana,Montepulciano,Montepulciano,43.135.353,11.856.865
S06301,Toscana,Fosciandora - Ceserana,Fosciandora-Ces.,44.118.559,10.444.212
S06351,Toscana,Nozzano,Nozzano,43.829.956,1.040.716
S08004,Toscana,Orbetello,Orbetello,42.450.615,11.248.972
S06022,Toscana,Orciano,Orciano,43.500.263,10.477.566
S06220,Toscana,Pallerone,Pallerone,44.204.232,10.005.173
S06015,Toscana,Torre Del Lago Puccini,Torre Del Lago,43.826.501,10.290.287
S06817,Toscana,Torrenieri,Torrenieri,43.086.602,11.552.385
S06025,Toscana,Vada,Vada,43.352.641,10.470.376
S05136,Toscana,Vaiano,Vaiano,43.961.772,11.130.773
S05117,Toscana,Valdibrana,Valdibrana,43.965.434,10.909.994
S06702,Toscana,Contea Londa,Contea Londa,43.865.124,11.531.603
S06404,Toscana,Lucca,Lucca,43.837.186,10.506.069
S06610,Toscana,Marradi,Marradi,4.407.973,11.619.174
S06009,Toscana,Massa Centro,Massa Centro,44.023.741,10.136.041
S06227,Toscana,Minucciano - Pieve - Casola,Minucciano P. C.,44.194.385,10.193.837
S06426,Toscana,Prato Borgonuovo,Prato Borgonuovo,43.893.216,11.076.222
S06701,Toscana,Dicomano,Dicomano,43.893.489,11.519.148
S06310,Toscana,Diecimo - Pescaglia,Diecimo-Pescagl.,43.959.404,10.507.844
S06510,Toscana,Empoli,Empoli,43.715.708,1.094.915
S06303,Toscana,Barga Gallicano,Barga-Gallicano,44.068.114,10.451.938
S06502,Toscana,Navacchio,Navacchio,43.685.941,10.486.806
S06409,Toscana,Pescia,Pescia,43.886.811,10.686.074
S05116,Toscana,Piteccio,Piteccio,44.009.786,109.013
S06040,Toscana,Viareggio,Viareggio,43.865.947,10.257.886
S06017,Toscana,Vicarello,Vicarello,43.609.253,10.460.442
S06700,Toscana,Vicchio,Vicchio,43.933.463,11.457.634
S06032,Toscana,Vignale Riotorto,Vignale Riotorto,42.967.587,10.667.255
S06166,Toscana,Villafranca - Bagnone,Villafranca-Bagn,44.294.399,9.948.096
S06322,Toscana,Villetta S. Romano,Villetta S. Rom.,44.146.764,10.367.565
S06425,Toscana,Zambra,Zambra,43.825.856,11.206.206
S06603,Toscana,S.Piero A Sieve,S.Piero A Sieve,43.958.317,11.322.742
S06021,Toscana,Fauglia - Lorenzana,Fauglia-Lorenz.,43.551.831,1.050.304
S08001,Toscana,Alberese,Alberese,42.634.158,111.352
S06407,Toscana,Altopascio,Altopascio,43.817.418,10.672.754
S06727,Toscana,Antignano,Antignano,43.492.482,10.328.827
S06915,Toscana,Arezzo,Arezzo,43.461.725,11.874.189
S06813,Toscana,Asciano,Asciano,43.235.245,11.579.237
S06168,Toscana,Aulla,Aulla,44.209.662,9.970.632
S06056,Toscana,Bivio Mortellini,Bivio Mortellini,43.661.224,10.369.478
S06826,Toscana,P.M. Badesse,P.M. Badesse,43.382.144,11.277.136
S06611,Toscana,Biforco,Biforco,44.068.431,11.602.243
S06028,Toscana,Bolgheri,Bolgheri,43.244.664,10.550.548
S06309,Toscana,Borgo A Mozzano,Borgo A Mozzano,43.977.207,10.541.285
S06604,Toscana,Borgo S. Lorenzo,Borgo S.L.,43.959.822,11.380.422
S06704,Toscana,Borgo S.L.Rimorelli,Borgo S.L.Rimor.,43.953.279,11.400.076
S06921,Toscana,Camucia Cortona,Camucia Cortona,43.261.104,11.971.245
S08006,Toscana,Capalbio,Capalbio,42.407.974,11.370.982
S06005,Toscana,Carrara Avenza,Carrara Avenza,44.051.239,10.062.927
S06505,Toscana,Cascina,Cascina,43.674.542,10.545.225
S06751,Toscana,Casino Di Terra,Casino Di Terra,43.328.581,10.662.975
S05122,Toscana,Castagno,Castagno,44.012.359,1.091.538
S06808,Toscana,Castellina Ch,Castellina Ch.,43.408.744,11.212.379
S06300,Toscana,Castelnuovo Di Garfagnana,Castelnuovo Gar.,44.116.351,10.409.054
S06026,Toscana,Cecina,Cecina,4.331.028,10.514.225
S06911,Toscana,Bucine,Bucine,43.480.478,11.617.609
S06822,Toscana,Civitella Paganico,Civitella,4.294.028,11.283.536
S06840,Toscana,Colle Val D`Elsa,Colle V.D'Elsa,43.421.908,11.127.681
S06018,Toscana,Collesalvetti,Collesalvetti,43.586.586,10.470.534
S06902,Toscana,Compiobbi,Compiobbi,43.782.527,11.358.695
S06035,Toscana,Scarlino,Scarlino,42.942.002,10.836.798
S06164,Toscana,Scorcetoli,Scorcetoli,4.434.431,9.911.853
S06418,Toscana,Sesto Fiorentino,Sesto Fiorentino,43.833.297,11.191.941
S06903,Toscana,Sieci,Sieci,43.790.892,11.394.608
S06809,Toscana,Siena,Siena,43.331.708,11.322.972
S06513,Toscana,Signa,Signa,43.775.441,11.095.961
S06852,Toscana,Sinalunga,Sinalunga,43.216.189,11.744.866
S06824,Toscana,Sticciano,Sticciano,42.929.333,11.118.621
S08002,Toscana,Talamone,Talamone,4.256.461,11.164.524
S06900,Toscana,Firenze Campo Marte,Firenze C.Marte,43.776.856,1.127.702
S06515,Toscana,Firenze Cascine,Firenze Cascine,43.792.161,1.119.844
S06419,Toscana,Firenze Castello,Firenze Castello,43.819.444,1.121.838
S06908,Toscana,Figline Valdarno,Figline Valdarno,43.621.596,11.473.652
S06165,Toscana,Filattiera,Filattiera,4.433.137,9.933.352
S06223,Toscana,Fivizzano - Gassano,Fivizzano-Gass.,44.202.672,10.091.691
S06222,Toscana,Fivizzano Rometta - Soliera,F.Rometta-Solie.,44.201.526,1.005.953
S06033,Toscana,Follonica,Follonica,42.926.687,10.755.775
S06304,Toscana,Fornaci Di Barga,Fornaci Di Barga,44.045.253,10.473.173
S06605,Toscana,Panicaglia,Panicaglia,43.978.449,11.407.511
S05115,Toscana,Corbezzi,Corbezzi,43.993.948,10.919.676
S06036,Toscana,Gavorrano,Gavorrano,42.947.959,109.338
S06224,Toscana,Gragnola,Gragnola,44.191.069,10.109.245
S06801,Toscana,Granaiolo,Granaiolo,43.652.244,10.945.223
S06039,Toscana,Grosseto,Grosseto,4.276.728,111.065
S06424,Toscana,Il Neto,Il Neto,43.839.624,11.182.656
S06912,Toscana,Laterina,Laterina,43.496.458,11.660.573
S06308,Toscana,Bagni Di Lucca,Bagni Di Lucca,44.003.447,10.551.631
S06030,Toscana,S. Vincenzo,S. Vincenzo,43.100.366,10.539.823
S06910,Toscana,Montevarchi Terranuova,Montevarchi T.,43.525.165,11.563.983
S06403,Toscana,Doppio Bivio Montuolo,D.B.Montuolo,4.383.172,10.428.321
S06225,Toscana,Monzone-M.Dei Banchi-Isolano,Monzone,44.165.637,10.123.827
S06876,Toscana,Murlo,Murlo,4.311.398,11.400.394
S06417,Toscana,Calenzano,Calenzano,43.856.429,1.114.537
S06043,Toscana,Camaiore Lido Capezzano,Camaiore Lido C.,43.912.176,1.024.765
S12327,Sicilia,Guardia Mangano Santa Venerina,Guardia Mangano,37.661.812,15.169.447
S12332,Sicilia,Catania Centrale,Catania Centrale,37.506.211,15.099.417
S12337,Sicilia,Catania Acquicella,Catania Acq.Lla,37.492.765,15.074.699
S12342,Sicilia,Agnone Di S.,Agnone S.,37.305.203,15.077.155
S12344,Sicilia,Brucoli,Brucoli,37.272.883,15.186.876
S12360,Sicilia,Motta Camastra,Motta Camastra,37.890.651,15.163.764
S12380,Sicilia,Caltanissetta Xirbi,Caltanissetta X.,37.536.296,14.056.902
S12408,Sicilia,Dirillo,Dirillo,37.006.569,1.439.154
S12410,Sicilia,Vittoria,Vittoria,36.958.721,1.452.499
S12412,Sicilia,Donnafugata,Donnafugata,36.882.055,14.568.968
S12417,Sicilia,Modica,Modica,368.529,14.754.255
S12428,Sicilia,S.Teresa Longarini,S.Teresa Longar.,37.006.456,15.246.277
S12430,Sicilia,Gela-Anic,Gela-Anic,37.055.601,14.284.207
S12799,Sicilia,Carini Torre Ciachea,Carini Torre C.,3.816.149,13.219.641
S12244,Sicilia,Catenanuova,Catenanuova,37.562.026,14.688.263
S12121,Sicilia,Orsa,Orsa,38.190.454,13.119.126
S12019,Sicilia,Cefalu`,Cefalu',3.803.285,14.019.526
S12003,Sicilia,Mili Marina,Mili Marina,38.125.758,15.519.042
S12005,Sicilia,Ponte S.Stefano,Ponte S.Stefano,38.097.147,15.503.587
S12006,Sicilia,Villabate,Villabate,38.086.094,13.451.314
S12393,Sicilia,Priolo Soprano,Priolo Soprano,37.092.142,14.377.888
S12416,Sicilia,Ragusa Ibla,Ragusa Ibla,3.693.133,14.750.993
S12383,Sicilia,Serradifalco,Serradifalco,37.431.804,13.883.299
S12420,Sicilia,Pozzallo,Pozzallo,36.733.821,14.848.708
S12201,Sicilia,Sciara A.,Sciara A.,37.903.207,13.774.128
S12349,Sicilia,Siracusa,Siracusa,37.068.906,15.280.896
S12243,Sicilia,Sparagogna,Sparagogna,37.571.355,14.632.266
S12400,Sicilia,Licata,Licata,37.106.024,13.938.114
S12354,Sicilia,Castelluccio Siculo,Castelluc. Sic.,37.302.714,15.137.547
S12061,Sicilia,Torregrotta,Torregrotta,38.208.376,15.352.813
S12131,Sicilia,Tommaso Natale,Tommaso Natale,38.190.283,1.328.819
S12125,Sicilia,Piraineto,Piraineto,38.169.148,1.314.256
S12366,Sicilia,Gole Di Alcantara,Gole Alcantara,37.878.403,15.176.039
S12133,Sicilia,Punta Raisi,Punta Raisi,38.188.892,13.110.059
S12239,Sicilia,Leonforte-Pirato,Leonforte-Pirato,37.606.305,14.376.063
S12009,Sicilia,S.Flavia,S.Flavia,380.826,13.530.625
S12026,Sicilia,Acquedolci-S.Fratello,Acquedolci S.F.,38.058.459,14.587.597
S12034,Sicilia,San Giorgio,San Giorgio,38.173.967,1.494.414
S12037,Sicilia,Oliveri Tindari,Oliveri Tindari,38.128.346,15.056.573
S12055,Sicilia,Palermo Brancaccio,Pa Brancaccio,38.093.141,13.392.508
S12111,Sicilia,S.Nicola Di Mazara,S.Nicola Di M.,37.619.257,12.675.823
S12113,Sicilia,Castelvetrano,Castelvetrano,37.684.977,12.799.552
S12115,Sicilia,Gallitello,Gallitello,37.857.927,12.948.785
S12126,Sicilia,Cinisi Terrasini,Cinisi Terrasini,38.155.314,13.096.673
S12140,Sicilia,Cardillo Zen,Cardillo Z.E.N.,3.817.495,13.296.897
S12204,Sicilia,Roccapalumba-Alia,Roccapalumba-A.,37.793.751,13.673.628
S12235,Sicilia,Mimiani-S.Cataldo,Mimiani-S.Catal.,37.547.382,13.963.966
S12250,Sicilia,Motta Santa Anastasia,Motta S.A.,37.460.389,14.936.912
S12276,Sicilia,Militello,Militello,37.277.194,1.478.317
S12353,Sicilia,Targia,Targia,3.710.963,15.245.908
S12359,Sicilia,Graniti,Graniti,37.869.467,15.208.633
S12363,Sicilia,Mojo-Alcantara Malvagna,Mojo-Alcantara M,37.896.949,15.050.228
S12373,Sicilia,Racalmuto,Racalmuto,37.406.065,1.372.752
S12386,Sicilia,Favarotta,Favarotta,3.720.532,13.913.217
S12414,Sicilia,Ragusa,Ragusa,3.691.927,14.725.677
S12423,Sicilia,S.Paolo,S.Paolo,36.840.355,15.023.799
S12385,Sicilia,Campobello Ravanusa,Campobello Rav.,37.265.731,13.946.251
S12004,Sicilia,Palermo Sampolo,Palermo Sampolo,38.139.247,13.355.021
S12136,Sicilia,Federico,Federico,38.144.862,13.344.966
S12000,Sicilia,Palermo Marittima,Palermo Maritt.,38.130.732,13.360.768
S12381,Sicilia,Caltanissetta Centrale,Caltanissetta C.,3.748.829,14.057.396
S12206,Sicilia,Castronovo Di Sicilia,Castronovo Di S.,37.681.193,13.643.028
S12011,Sicilia,Altavilla M.,Altavilla,38.048.392,13.554.421
S12015,Sicilia,Fiumetorto,Fiumetorto,37.966.939,13.774.781
S12021,Sicilia,Pollina,Pollina,38.018,14.175.943
S12024,Sicilia,Santo Stefano Di Camastra,S.Stefano Di C.,3.801.778,1.435.104
S12027,Sicilia,S.Agata M.,S.Agata M.,38.073.554,14.640.622
S12031,Sicilia,Brolo Ficarra,Brolo Ficarra,38.159.204,14.830.176
S12039,Sicilia,Novara Montalbano Furnari,Novara Mont.Fur.,38.121.516,15.130.702
S12041,Sicilia,Barcellona,Barcellona,3.814.918,15.212.499
S12042,Sicilia,Milazzo,Milazzo,3.821.195,15.244.203
S12050,Sicilia,Villafranca Tirrena,Villafranca T.,38.233.517,1.542.892
S12105,Sicilia,Mozia-Birgi,Mozia-Birgi,37.884.956,12.499.016
S12108,Sicilia,Terrenove,Terrenove,37.748.755,12.480.604
S12110,Sicilia,Mazara Del Vallo,Mazara Del Vallo,37.652.448,12.594.565
S12114,Sicilia,Salemi Gibellina,Salemi Gib.,37.806.619,12.865.517
S12120,Sicilia,Castellammare Del Golfo,Castellammare G.,38.024.309,12.912.209
S12130,Sicilia,Palazzo Reale-Orleans,P.Reale-Orleans,3.810.878,13.353.962
S12152,Sicilia,Segesta Tempio,Segesta Tempio,37.949.585,12.828.118
S12155,Sicilia,Fulgatore,Fulgatore,379.543,12.686.312
S12211,Sicilia,Campofranco,Campofranco,37.510.105,13.686.777
S12212,Sicilia,Comitini,Comitini,37.423.806,136.528
S12213,Sicilia,Agrigento Bassa,Agrigento Bassa,37.319.148,13.588.094
S12231,Sicilia,Valledolmo,Valledolmo,37.709.073,13.756.029
S12240,Sicilia,Dittaino,Dittaino,37.564.605,14.462.429
S12272,Sicilia,Grammichele,Grammichele,37.209.336,14.641.256
S12275,Sicilia,Mineo,Mineo,3.724.572,14.756.907
S12279,Sicilia,Palagonia,Palagonia,37.318.146,14.892.565
S12301,Sicilia,Messina Centrale,Messina Cent.,38.184.975,15.561.278
S12308,Sicilia,Giampilieri,Giampilieri,38.080.121,15.493.863
S12309,Sicilia,Scaletta Zanclea,Scaletta Zanclea,3.804.635,15.465.376
S12312,Sicilia,Roccalumera Mandanici,Roccalumera M.,37.972.946,15.391.411
S12314,Sicilia,Santa Teresa Di Riva,S.Teresa Riva,37.946.295,15.367.682
S12323,Sicilia,Mascali,Mascali,37.765.403,151.942
S12017,Sicilia,Campofelice,Campofelice,37.992.615,13.876.549
S12347,Sicilia,Priolo Melilli,Priolo Melilli,37.157.951,15.197.038
S12241,Sicilia,Raddusa Agira,Raddusa,37.544.858,14.518.863
S12365,Sicilia,Randazzo,Randazzo,37.873.782,14.950.406
S12049,Sicilia,Rometta Messinese,Rometta Messin.,38.228.455,15.405.894
S12422,Sicilia,Rosolini,Rosolini,3.681.598,14.952.955
S12315,Sicilia,S.Alessio Siculo Forza D`Agro`,S.Alessio S.F.A.,37.923.992,15.347.322
S12382,Sicilia,S.Cataldo,S.Cataldo,37.469.615,13.997.659
S12109,Sicilia,Petrosino Strasatti,Petrosino Stras.,37.725.466,12.509.434
S12338,Sicilia,Bicocca,Bicocca,37.460.617,15.044.594
S12203,Sicilia,Montemaggiore,Montemaggiore,37.859.037,13.693.193
S12361,Sicilia,Francavilla,Francavilla,37.899.892,15.132.812
S12139,Sicilia,Francia,Francia,38.155.233,13.321.938
S12313,Sicilia,Furci,Furci,37.961.714,15.380.022
S12358,Sicilia,Gaggi,Gaggi,37.858.532,15.225.095
S12305,Sicilia,Galati,Galati,38.104.511,15.505.313
S12392,Sicilia,Niscemi,Niscemi,37.145,14.403.471
S12311,Sicilia,Nizza Di Sicilia,Nizza Di Sicilia,37.996.937,15.412.334
S12424,Sicilia,Noto,Noto,3.688.247,15.074.523
S12134,Sicilia,Palermo Notarbartolo,Pa Notarbartolo,38.132.261,13.341.572
S12045,Sicilia,Pace Del Mela,Pace Del Mela,38.202.459,15.312.676
S12103,Sicilia,Paceco,Paceco,37.991.354,12.550.844
S12445,Sicilia,Pachino,Pachino,36.710.144,15.094.661
S12002,Sicilia,Palermo Centrale,Palermo C.Le,38.109.187,13.367.515
S12053,Sicilia,Torre Del Lauro,Torre Del Lauro,38.041.045,14.521.179
S12013,Sicilia,Trabia,Trabia,37.996.408,1.365.567
S12100,Sicilia,Trapani,Trapani,38.017.092,12.518.814
S12123,Sicilia,Trappeto,Trappeto,38.065.089,13.036.873
S12303,Sicilia,Tremestieri,Tremestieri,38.150.323,15.535.528
S12022,Sicilia,Tusa,Tusa,38.007.989,14.256.693
S12232,Sicilia,Vallelunga,Vallelunga,37.691.542,13.846.428
S12355,Sicilia,Contesse,Contesse,3.816.193,15.544.717
S12316,Sicilia,Letojanni,Letojanni,37.877.581,15.303.128
S12242,Sicilia,Libertinia,Libertinia,37.545.615,14.591.893
S12104,Sicilia,Marausa,Marausa,3.792.647,12.504.113
S12230,Sicilia,Marcatobianco,Marcatobianco,37.717.381,13.719.922
S12234,Sicilia,Marianopoli,Marianopoli,37.623.011,13.898.901
S12107,Sicilia,Marsala,Marsala,37.793.514,12.443.174
S12444,Sicilia,Marzamemi,Marzamemi,367.309,15.111.238
S12346,Sicilia,Megara G.,Megara G.,37.193.164,15.183.205
S12300,Sicilia,Messina Marittima,Messina Maritt.,3.814.988,15.534.997
S12157,Sicilia,Milo,Milo,37.996.862,12.577.749
S12384,Sicilia,Delia,Delia,37.317.685,13.914.687
S12238,Sicilia,Enna,Enna,37.581.134,14.289.579
S12405,Sicilia,Falconara,Falconara,37.113.529,14.052.516
S12038,Sicilia,Falcone,Falcone,38.119.573,15.080.467
S12394,Sicilia,Piana Del Signore,Piana Del Signor,37.056.089,14.304.292
S12047,Sicilia,Venetico,Venetico,38.216.502,15.367.076
S12135,Sicilia,Vespri,Vespri,38.101.996,13.362.701
S12233,Sicilia,Villalba,Villalba,37.668.526,13.885.155
S12237,Sicilia,Villarosa,Villarosa,37.567.205,14.200.464
S12391,Sicilia,Vituso,Vituso,37.160.465,14.451.623
S12273,Sicilia,Vizzini,Vizzini,37.182.566,14.729.457
S12029,Sicilia,Zappulla,Zappulla,38.116.962,14.703.086
S12248,Sicilia,Portiere Stella,Portiere S.,37.450.341,14.890.175
S12214,Sicilia,Porto Empedocle,Porto Empedocle,37.291.539,13.537.862
S12048,Sicilia,Spadafora,Spadafora,38.221.922,15.377.196
S12317,Sicilia,Taormina,Taormina,37.845.429,15.282.584
S12247,Sicilia,Gerbini,Gerbini,37.473.138,14.845.822
S12129,Sicilia,Isola Delle Femmine,Isola D.Femmine,38.194.784,13.250.188
S12044,Sicilia,S.Filippo-S.Lucia,S.Filippo-S.L.,38.198.143,15.288.334
S12132,Sicilia,S.Lorenzo Colli,S.Lorenzo Colli,3.816.292,13.316.449
S12028,Sicilia,San Marco D`Alunzio T.,S.Marco D'Alunz.,38.094.202,14.675.909
S12252,Sicilia,San Martino Piana,S.Martino Piana,37.455.701,14.996.912
S12409,Sicilia,Acate,Acate,36.996.592,1.442.545
S12328,Sicilia,Acireale,Acireale,37.600.514,15.163.697
S12209,Sicilia,Acquaviva,Acquaviva,37.570.258,13.674.927
S12216,Sicilia,Agrigento Centrale,Agrigento Centr.,37.309.051,13.584.412
S12116,Sicilia,Alcamo,Alcamo,3.793.891,12.926.125
S12150,Sicilia,Alcamo Diramazione,Alcamo Diramaz.,37.978.894,12.915.916
S12320,Sicilia,Alcantara,Alcantara,3.782.145,15.251.158
S12310,Sicilia,Ali` Terme,Ali' Terme,38.013.952,15.435.184
S12370,Sicilia,Aragona Caldare,Aragona Caldare,37.381.097,13.636.837
S12345,Sicilia,Augusta,Augusta,3.724.334,15.218.628
S12426,Sicilia,Avola,Avola,36.907.434,15.125.733
S12008,Sicilia,Bagheria,Bagheria,38.089.905,13.507.215
S12375,Sicilia,Canicatti`,Canicatti',37.359.879,13.855.395
S12330,Sicilia,Cannizzaro,Cannizzaro,3.754.711,15.129.698
S12145,Sicilia,Capaci,Capaci,38.171.794,13.232.398
S12030,Sicilia,Capo D`Orlando-Naso,Capo D'Orlando,38.157.941,14.744.844
S12127,Sicilia,Carini,Carini,38.147.696,13.186.624
S12025,Sicilia,Caronia,Caronia,38.034.475,14.443.761
S12326,Sicilia,Carruba,Carruba,37.694.344,15.196.143
S12427,Sicilia,Cassibile,Cassibile,36.962.581,15.191.895
S12020,Sicilia,Castelbuono,Castelbuono,38.014.606,14.108.578
S12010,Sicilia,Casteldaccia,Casteldaccia,38.060.474,13.536.867
S12362,Sicilia,Castiglione Di Sicilia,Castiglione Di S,3.788.674,15.097.013
S12374,Sicilia,Castrofilippo,Castrofilippo,37.363.751,13.780.842
S12200,Sicilia,Cerda,Cerda,37.953.964,1.378.447
S12153,Sicilia,Bruca,Bruca,37.946.836,12.793.178
S12016,Sicilia,Buonfornello,Buonfornello,37.972.052,13.816.408
S12406,Sicilia,Butera,Butera,37.145.078,14.171.691
S12411,Sicilia,Comiso,Comiso,36.947.184,1.460.037
S12371,Sicilia,Comitini Zolfare,Comitini Zolfare,37.409.955,13.661.007
S12418,Sicilia,Scicli,Scicli,36.789.939,14.698.759
S12278,Sicilia,Scordia,Scordia,37.294.595,14.851.219
S12246,Sicilia,Sferro,Sferro,37.502.031,14.792.131
S12351,Sicilia,Siracusa M.,Siracusa M.,37.057.888,15.293.258
S12106,Sicilia,Spagnuola,Spagnuola,3.783.631,12.477.051
S12040,Sicilia,Terme Vigliatore,Terme Vigliatore,38.133.588,15.164.396
S12014,Sicilia,Termini Imerese,Termini Imerese,37.980.132,13.703.631
S12137,Sicilia,Fiera,Fiera,38.144.004,13.351.336
S12277,Sicilia,Fildidonna,Fildidonna,37.310.867,14.808.848
S12322,Sicilia,Fiumefreddo Di Sicilia,Fiumefreddo Di S,37.795.247,15.205.615
S12124,Sicilia,Partinico,Partinico,3.805.857,13.108.956
S12339,Sicilia,Passomartino,Passomartino,37.396.391,15.009.698
S12036,Sicilia,Patti-San Piero Patti,Patti-San Piero,38.146.905,14.975.331
S12407,Sicilia,Gela,Gela,3.707.283,14.259.461
S12413,Sicilia,Genisi,Genisi,36.882.562,14.623.413
S12138,Sicilia,Giachery,Giachery,38.138.135,13.355.856
S12324,Sicilia,Giarre Riposto,Giarre Riposto,37.730.346,15.193.386
S12033,Sicilia,Giojosa Marea,Giojosa Marea,38.175.149,14.894.794
S12372,Sicilia,Grotte,Grotte,37.409.848,13.702.717
S12236,Sicilia,Imera,Imera,37.533.814,14.125.165
S12421,Sicilia,Ispica,Ispica,3.677.804,14.914.315
S12018,Sicilia,Lascari,Lascari,38.011.672,13.928.633
S12341,Sicilia,Lentini,Lentini,37.300.916,1.499.758
S12340,Sicilia,Lentini Diramazione,Lentini Diramaz.,37.340.009,1.498.141
S12205,Sicilia,Lercara Bassa,Lercara Bassa,37.737.639,13.633.053
S12122,Sicilia,Balestrate,Balestrate,38.053.364,13.007.374
S12012,Sicilia,S.Nicola T.,S.Nicola T.,38.015.817,13.612.755
S12387,Sicilia,S.Oliva,S.Oliva,3.715.773,13.901.587
S12419,Sicilia,Sampieri,Sampieri,3.673.188,14.744.577
S12321,Sicilia,Calatabiano,Calatabiano,37.814.684,15.226.568
S12151,Sicilia,Calatafimi,Calatafimi,37.938.858,12.856.156
S12270,Sicilia,Caltagirone,Caltagirone,37.225.276,14.521.165
S12207,Sicilia,Cammarata S.Giovanni Gemini,Cammarata S.G.G.,37.653.759,13.673.791
S12112,Sicilia,Campobello Di Mazara,Campobello Di M.,37.636.256,12.733.165
S12889,Sardegna,Assemini,Assemini,39.287.603,8.997.936
S12867,Sardegna,Bonorva,Bonorva,40.417.763,8.760.707
S12872,Sardegna,Borore,Borore,40.218.992,8.809.535
S12812,Sardegna,Caniga,Caniga,40.716.116,8.526.395
S12899,Sardegna,Chirialza,Chirialza,40.830.877,936.732
S12970,Sardegna,Cixerri,Cixerri,3.926.982,8.578.934
S12814,Sardegna,Scala Di Giocca,Scala Di Giocca,40.698.881,859.695
